[2024-12-10 12:42:37 : INFO] - Cache for URL: https://theanalytichub.com/?p=13728 has been purged, triggered by action: save_post 
[2024-12-24 14:02:15 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 14:02:15 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 18:58:45 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=15637 has been purged, triggered by action: save_post 
[2024-12-24 18:58:45 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-24 19:05:09 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/ms-excel-basic-to-professional-master-course/ has been purged, triggered by action: save_post 
[2024-12-24 19:05:09 : INFO] - Cache for archive page associated with post_type: courses and Title: "MS Excel Basic to Professional Master Course" has been purged, triggered by action: save_post 
[2024-12-24 19:05:09 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 19:05:09 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 19:06:32 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/ms-excel-basic-to-professional-master-course/ has been purged, triggered by action: save_post 
[2024-12-24 19:06:32 : INFO] - Cache for archive page associated with post_type: courses and Title: "MS Excel Basic to Professional Master Course" has been purged, triggered by action: save_post 
[2024-12-24 19:06:32 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 19:06:32 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 19:13:39 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 19:13:39 : INFO] - Cache for URL: https://trainyit.appszonebd.com/product/ms-excel-basic-to-professional-master-course/ has been purged, triggered by action: save_post 
[2024-12-24 19:13:39 : INFO] - Cache for archive page associated with post_type: product and Title: "MS Excel Basic to Professional Master" has been purged, triggered by action: save_post 
[2024-12-24 19:14:10 : INFO] - Cache for URL: https://trainyit.appszonebd.com/product/ms-excel-basic-to-professional-master-course/ has been purged, triggered by action: save_post 
[2024-12-24 19:14:10 : INFO] - Cache for archive page associated with post_type: product and Title: "MS Excel Basic to Professional Master Course" has been purged, triggered by action: save_post 
[2024-12-24 19:14:10 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/ms-excel-basic-to-professional-master-course/ has been purged, triggered by action: save_post 
[2024-12-24 19:14:10 : INFO] - Cache for archive page associated with post_type: courses and Title: "MS Excel Basic to Professional Master Course" has been purged, triggered by action: save_post 
[2024-12-24 19:14:10 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 19:14:10 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 19:16:03 : INFO] - Cache for URL: https://trainyit.appszonebd.com/product/ms-excel-basic-to-professional-master-course/ has been purged, triggered by action: save_post 
[2024-12-24 19:16:03 : INFO] - Cache for archive page associated with post_type: product and Title: "MS Excel Basic to Professional Master" has been purged, triggered by action: save_post 
[2024-12-24 19:16:03 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/ms-excel-basic-to-professional-master-course/ has been purged, triggered by action: save_post 
[2024-12-24 19:16:03 : INFO] - Cache for archive page associated with post_type: courses and Title: "MS Excel Basic to Professional Master" has been purged, triggered by action: save_post 
[2024-12-24 19:16:03 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 19:16:03 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 19:16:04 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=15645 has been purged, triggered by action: save_post 
[2024-12-24 19:16:04 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-24 19:19:38 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/ms-excel-basic-to-professional-master-course/ has been purged, triggered by action: save_post 
[2024-12-24 19:19:38 : INFO] - Cache for archive page associated with post_type: courses and Title: "MS Excel Basic to Professional Master" has been purged, triggered by action: save_post 
[2024-12-24 19:19:38 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 19:19:38 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 19:31:22 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=15648 has been purged, triggered by action: save_post 
[2024-12-24 19:31:22 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-24 19:42:24 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=15649 has been purged, triggered by action: save_post 
[2024-12-24 19:42:24 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-24 19:54:36 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=15666 has been purged, triggered by action: save_post 
[2024-12-24 19:54:36 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-24 19:57:31 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/seminar/ has been purged, triggered by action: save_post 
[2024-12-24 19:57:31 : INFO] - Cache for archive page associated with post_type: courses and Title: "Seminar- Trainy IT" has been purged, triggered by action: save_post 
[2024-12-24 19:57:31 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 19:57:31 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 20:02:36 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/seminar/ has been purged, triggered by action: save_post 
[2024-12-24 20:02:36 : INFO] - Cache for archive page associated with post_type: courses and Title: "Seminar- Trainy IT" has been purged, triggered by action: save_post 
[2024-12-24 20:02:36 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 20:02:36 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 20:03:38 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/seminar/lesson/live-session-google-meet-platform/ has been purged, triggered by action: save_post 
[2024-12-24 20:03:38 : INFO] - Cache for archive page associated with post_type: lesson and Title: "Live Session: Google Meet Platform" has been purged, triggered by action: save_post 
[2024-12-24 20:03:51 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/seminar/lesson/live-session-google-meet-platform-2/ has been purged, triggered by action: save_post 
[2024-12-24 20:03:51 : INFO] - Cache for archive page associated with post_type: lesson and Title: "Live Session: Google Meet Platform" has been purged, triggered by action: save_post 
[2024-12-24 20:04:08 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/seminar/lesson/live-session-google-meet-platform-3/ has been purged, triggered by action: save_post 
[2024-12-24 20:04:08 : INFO] - Cache for archive page associated with post_type: lesson and Title: "Live Session: Google Meet Platform" has been purged, triggered by action: save_post 
[2024-12-24 20:04:16 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/seminar/ has been purged, triggered by action: save_post 
[2024-12-24 20:04:16 : INFO] - Cache for archive page associated with post_type: courses and Title: "Seminar- Trainy IT" has been purged, triggered by action: save_post 
[2024-12-24 20:04:16 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 20:04:16 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 20:07:46 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/seminar/ has been purged, triggered by action: save_post 
[2024-12-24 20:07:46 : INFO] - Cache for archive page associated with post_type: courses and Title: "Seminar- Trainy IT" has been purged, triggered by action: save_post 
[2024-12-24 20:07:46 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 20:07:46 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-24 20:08:48 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=15671 has been purged, triggered by action: save_post 
[2024-12-24 20:08:48 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-24 20:09:09 : INFO] - Cache for URL: https://trainyit.appszonebd.com/webinar/ has been purged, triggered by action: wp_trash_post 
[2024-12-24 20:09:09 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?page_id=12466 has been purged, triggered by action: save_post 
[2024-12-24 20:10:41 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=15674 has been purged, triggered by action: save_post 
[2024-12-24 20:10:41 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-25 08:04:51 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/seminar/ has been purged, triggered by action: save_post 
[2024-12-25 08:04:51 : INFO] - Cache for archive page associated with post_type: courses and Title: "Seminar- Trainy IT" has been purged, triggered by action: save_post 
[2024-12-25 08:04:51 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-25 08:04:51 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-25 08:04:57 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=15681 has been purged, triggered by action: save_post 
[2024-12-25 08:04:57 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-25 08:07:04 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=15682 has been purged, triggered by action: save_post 
[2024-12-25 08:07:04 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-25 08:09:35 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/ms-excel-basic-to-professional-master-course/ has been purged, triggered by action: save_post 
[2024-12-25 08:09:35 : INFO] - Cache for archive page associated with post_type: courses and Title: "MS Excel Basic to Professional Master" has been purged, triggered by action: save_post 
[2024-12-25 08:09:35 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-25 08:09:35 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-25 08:12:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/ms-excel-basic-to-professional-master-course/ has been purged, triggered by action: save_post 
[2024-12-25 08:12:28 : INFO] - Cache for archive page associated with post_type: courses and Title: "MS Excel Basic to Professional Master" has been purged, triggered by action: save_post 
[2024-12-25 08:12:28 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-25 08:12:28 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-25 12:05:26 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/ms-excel-basic-to-professional-master-course/ has been purged, triggered by action: save_post 
[2024-12-25 12:05:26 : INFO] - Cache for archive page associated with post_type: courses and Title: "MS Excel Basic to Professional Master" has been purged, triggered by action: save_post 
[2024-12-25 12:05:26 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-25 12:05:26 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-25 12:07:50 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/ms-excel-basic-to-professional-master-course/ has been purged, triggered by action: save_post 
[2024-12-25 12:07:50 : INFO] - Cache for archive page associated with post_type: courses and Title: "MS Excel Basic to Professional Master" has been purged, triggered by action: save_post 
[2024-12-25 12:07:50 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-25 12:07:50 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-25 12:08:38 : INFO] - Cache for URL: https://trainyit.appszonebd.com/courses/ms-excel-basic-to-professional-master-course/ has been purged, triggered by action: save_post 
[2024-12-25 12:08:38 : INFO] - Cache for archive page associated with post_type: courses and Title: "MS Excel Basic to Professional Master" has been purged, triggered by action: save_post 
[2024-12-25 12:08:38 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-25 12:08:38 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-25 12:16:35 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?post_type=courses&p=15686 has been purged, triggered by action: save_post 
[2024-12-25 12:16:35 : INFO] - Cache for archive page associated with post_type: courses and Title: "New Course" has been purged, triggered by action: save_post 
[2024-12-25 12:57:03 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=15695 has been purged, triggered by action: save_post 
[2024-12-25 12:57:03 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-25 12:58:19 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=15696 has been purged, triggered by action: save_post 
[2024-12-25 12:58:19 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-25 13:35:40 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=15714 has been purged, triggered by action: save_post 
[2024-12-25 13:35:40 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-28 03:50:27 : INFO] - Full Cache Purge triggered by: plugin activation/deactivation 
[2024-12-28 03:51:26 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?page_id=15723 has been purged, triggered by action: save_post 
[2024-12-28 03:51:50 : INFO] - Cache for URL: https://trainyit.appszonebd.com/blog-page/ has been purged, triggered by action: save_post 
[2024-12-28 03:51:51 : INFO] - Cache for URL: https://trainyit.appszonebd.com/blog-page/ has been purged, triggered by action: save_post 
[2024-12-28 03:54:22 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?page_id=15726 has been purged, triggered by action: save_post 
[2024-12-28 03:55:22 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=15727 has been purged, triggered by action: save_post 
[2024-12-28 03:55:22 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-28 03:56:03 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 03:56:03 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 03:56:03 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 03:56:03 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 03:56:03 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 03:56:03 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 03:57:25 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 03:57:25 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 03:57:25 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 03:58:00 : INFO] - Cache for URL: https://trainyit.appszonebd.com/blog/ has been purged, triggered by action: wp_trash_post 
[2024-12-28 03:58:00 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?page_id=1671 has been purged, triggered by action: save_post 
[2024-12-28 03:58:27 : INFO] - Cache for URL: https://trainyit.appszonebd.com/blog-page/ has been purged, triggered by action: save_post 
[2024-12-28 03:58:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/blog-page/ has been purged, triggered by action: save_post 
[2024-12-28 04:01:42 : INFO] - Cache for URL: https://trainyit.appszonebd.com/blog-page/ has been purged, triggered by action: save_post 
[2024-12-28 04:01:42 : INFO] - Cache for URL: https://trainyit.appszonebd.com/blog-page/ has been purged, triggered by action: save_post 
[2024-12-28 04:01:42 : INFO] - Cache for URL: https://trainyit.appszonebd.com/blog-page/ has been purged, triggered by action: save_post 
[2024-12-28 04:05:36 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:05:36 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 04:05:36 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 04:05:37 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:05:37 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 04:05:37 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 04:07:11 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=15735 has been purged, triggered by action: save_post 
[2024-12-28 04:07:11 : INFO] - Cache for previous post (with URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/) adjacent to post with id: 15735 has been purged, triggered by action: save_post 
[2024-12-28 04:07:11 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-28 04:11:00 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:11:00 : INFO] - Cache for URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/ has been purged, triggered by action: save_post 
[2024-12-28 04:11:00 : INFO] - Cache for previous post (with URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/) adjacent to post with id: 15735 has been purged, triggered by action: save_post 
[2024-12-28 04:11:00 : INFO] - Cache for all archives page associated with post_type: post and Title: "The Ever-Evolving World of Web Development" have been purged, triggered by action: save_post 
[2024-12-28 04:11:01 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:11:01 : INFO] - Cache for URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/ has been purged, triggered by action: save_post 
[2024-12-28 04:11:01 : INFO] - Cache for previous post (with URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/) adjacent to post with id: 15735 has been purged, triggered by action: save_post 
[2024-12-28 04:11:01 : INFO] - Cache for all archives page associated with post_type: post and Title: "The Ever-Evolving World of Web Development" have been purged, triggered by action: save_post 
[2024-12-28 04:12:59 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:12:59 : INFO] - Cache for URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/ has been purged, triggered by action: save_post 
[2024-12-28 04:12:59 : INFO] - Cache for previous post (with URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/) adjacent to post with id: 15735 has been purged, triggered by action: save_post 
[2024-12-28 04:12:59 : INFO] - Cache for all archives page associated with post_type: post and Title: "The Ever-Evolving World of Web Development" have been purged, triggered by action: save_post 
[2024-12-28 04:13:00 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:13:00 : INFO] - Cache for URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/ has been purged, triggered by action: save_post 
[2024-12-28 04:13:00 : INFO] - Cache for previous post (with URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/) adjacent to post with id: 15735 has been purged, triggered by action: save_post 
[2024-12-28 04:13:00 : INFO] - Cache for all archives page associated with post_type: post and Title: "The Ever-Evolving World of Web Development" have been purged, triggered by action: save_post 
[2024-12-28 04:13:22 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:13:22 : INFO] - Cache for URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/ has been purged, triggered by action: save_post 
[2024-12-28 04:13:22 : INFO] - Cache for previous post (with URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/) adjacent to post with id: 15735 has been purged, triggered by action: save_post 
[2024-12-28 04:13:22 : INFO] - Cache for all archives page associated with post_type: post and Title: "The Ever-Evolving World of Web Development" have been purged, triggered by action: save_post 
[2024-12-28 04:14:35 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:14:35 : INFO] - Cache for URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/ has been purged, triggered by action: save_post 
[2024-12-28 04:14:35 : INFO] - Cache for previous post (with URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/) adjacent to post with id: 15735 has been purged, triggered by action: save_post 
[2024-12-28 04:14:35 : INFO] - Cache for all archives page associated with post_type: post and Title: "The Ever-Evolving World of Web Development" have been purged, triggered by action: save_post 
[2024-12-28 04:14:36 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:14:36 : INFO] - Cache for URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/ has been purged, triggered by action: save_post 
[2024-12-28 04:14:36 : INFO] - Cache for previous post (with URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/) adjacent to post with id: 15735 has been purged, triggered by action: save_post 
[2024-12-28 04:14:36 : INFO] - Cache for all archives page associated with post_type: post and Title: "The Ever-Evolving World of Web Development" have been purged, triggered by action: save_post 
[2024-12-28 04:16:21 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:16:21 : INFO] - Cache for URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/ has been purged, triggered by action: save_post 
[2024-12-28 04:16:21 : INFO] - Cache for previous post (with URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/) adjacent to post with id: 15735 has been purged, triggered by action: save_post 
[2024-12-28 04:16:21 : INFO] - Cache for all archives page associated with post_type: post and Title: "The Ever-Evolving World of Web Development" have been purged, triggered by action: save_post 
[2024-12-28 04:16:22 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:16:22 : INFO] - Cache for URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/ has been purged, triggered by action: save_post 
[2024-12-28 04:16:22 : INFO] - Cache for previous post (with URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/) adjacent to post with id: 15735 has been purged, triggered by action: save_post 
[2024-12-28 04:16:22 : INFO] - Cache for all archives page associated with post_type: post and Title: "The Ever-Evolving World of Web Development" have been purged, triggered by action: save_post 
[2024-12-28 04:27:53 : INFO] - Cache for URL: https://trainyit.appszonebd.com/blog-page/ has been purged, triggered by action: save_post 
[2024-12-28 04:27:53 : INFO] - Cache for URL: https://trainyit.appszonebd.com/blog-page/ has been purged, triggered by action: save_post 
[2024-12-28 04:27:53 : INFO] - Cache for URL: https://trainyit.appszonebd.com/blog-page/ has been purged, triggered by action: save_post 
[2024-12-28 04:29:00 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:29:00 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 04:29:00 : INFO] - Cache for next post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15727 has been purged, triggered by action: save_post 
[2024-12-28 04:29:00 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 04:29:01 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:29:01 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 04:29:01 : INFO] - Cache for next post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15727 has been purged, triggered by action: save_post 
[2024-12-28 04:29:01 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 04:30:56 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:30:56 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 04:30:56 : INFO] - Cache for next post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15727 has been purged, triggered by action: save_post 
[2024-12-28 04:30:56 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 04:30:57 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:30:57 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 04:30:57 : INFO] - Cache for next post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15727 has been purged, triggered by action: save_post 
[2024-12-28 04:30:57 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 04:31:28 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:31:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 04:31:28 : INFO] - Cache for next post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15727 has been purged, triggered by action: save_post 
[2024-12-28 04:31:28 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 04:31:28 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:31:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 04:31:28 : INFO] - Cache for next post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15727 has been purged, triggered by action: save_post 
[2024-12-28 04:31:28 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
[2024-12-28 04:34:50 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-28 04:34:50 : INFO] - Cache for URL: https://trainyit.appszonebd.com/why-ms-excel-is-mendatory/ has been purged, triggered by action: save_post 
[2024-12-28 04:34:50 : INFO] - Cache for next post (with URL: https://trainyit.appszonebd.com/the-ever-evolving-world-of-web-development/) adjacent to post with id: 15727 has been purged, triggered by action: save_post 
[2024-12-28 04:34:50 : INFO] - Cache for all archives page associated with post_type: post and Title: "Why MS Excel is mendatory" have been purged, triggered by action: save_post 
